Temperature,Humidity,WindSpeed
12.28530723,48.01181582,3.878619616
10.8255439,59.06505234,9.764794776
13.02322312,63.50121141,6.246615142
22.99085857,23.61064391,3.284557414
28.77226981,47.07830855,12.20273098
33.52721955,12.56168995,11.51412171
12.81053771,23.46634749,15.22407199
8.168631309,56.1028657,17.45940248
39.16763074,61.62273981,4.40751972
1.59438105,23.16109659,15.59405304
1.100241763,78.00573432,7.347703215
25.77037274,43.56890991,12.57611204
-1.01713522,92.85849359,17.00480055
9.970449987,44.8896451,5.123702306
4.619341116,23.48298788,12.01922568
-1.564477162,78.21734128,9.606377544
18.98536195,61.10207204,15.81154587
8.675574538,44.80193514,13.94482598
13.11170864,42.03614471,15.39263672
-0.206849759,23.56920762,5.758862592
28.39334013,40.67511647,14.08712588
5.735604173,12.64097269,12.11611749
7.135908951,55.21617227,9.133609121
2.607698105,90.70513676,7.566873807
11.72017861,81.57977166,6.632000616
13.17883136,12.56690775,0.193487226
16.48334582,89.31342936,3.391171026
38.3784141,50.7092346,1.179564244
35.2345904,27.18023189,16.96715085
20.46963155,77.71707597,17.20177741
-8.054826612,39.05861952,16.92386673
20.61301704,32.79865808,16.35839529
-5.516569662,24.51865661,4.426609071
25.51721193,53.79597162,9.83572349
9.503882329,18.40545996,18.15687544
31.88482458,80.70518162,15.19563588
37.12646226,52.3607119,0.036405719
10.85551707,50.22787751,9.188531528
13.02776477,10.16685608,0.213403985
19.50737905,83.60774743,5.61322094
-0.143363907,54.35533531,8.715248825
36.36664204,49.59050678,17.85798585
11.64999633,78.52463968,13.08768568
-1.658983204,15.66086942,7.24969131
28.13659167,43.00124105,9.813098049
0.957568622,61.81605618,16.34778977
-2.823536246,51.45198065,5.993111982
18.14360377,26.34750009,12.30069551
23.57476276,36.93488569,5.244937678
18.47813703,37.01805019,9.599268744
22.82553245,99.27737225,0.493170071
-4.223799385,39.35774069,17.04550639
13.80090189,28.46638563,0.96697663
7.850932204,84.03734378,4.487209997
38.66843081,47.90541295,6.670237579
-7.518803291,49.9477325,12.50322234
4.914710153,59.40001571,14.40066931
37.0931097,63.61202775,1.609020846
39.17480916,63.15000404,0.869309718
31.24508039,13.10497502,15.97979773
-6.200087799,83.69581896,14.24333068
18.06775142,27.53675372,16.63100709
10.00614963,36.3107915,13.5307653
30.32262838,25.6086568,15.02024541
-7.248788221,79.03689918,7.580767661
-0.143562418,62.52921934,11.80368641
14.45975331,77.97665375,16.10784686
-2.117616853,68.80585649,3.442350688
24.63575713,19.3742771,8.456459217
31.03836106,37.13497983,14.80979537
25.22599468,55.65386436,10.65273144
12.01418568,37.44505283,13.63314906
33.91938331,28.6573514,5.857383918
-3.115693414,88.28307722,0.646849026
3.016929195,77.30053077,0.582915595
14.47698426,41.06980545,18.85562353
-6.933070056,78.85111264,18.89080088
-5.215710922,66.47847566,4.225646799
9.872168586,10.34071603,2.949313159
37.19431484,44.22358234,0.362796678
35.42068466,36.14387493,4.625137126
13.29874291,29.61177595,6.687028823
-2.892072774,32.64304547,4.824852673
-1.094617202,94.81283619,15.94768281
8.87730273,53.76853612,14.98860999
0.503709754,86.29378464,1.620282894
-5.85122028,29.27954369,13.94643216
23.68887418,25.69634197,10.4117024
19.07243189,89.99106295,2.643322127
4.564837899,54.61342172,14.79070861
28.94741913,90.56369128,1.720911303
28.79744439,15.67259676,3.543013316
14.55009851,92.479197,2.984529631
-5.173372224,47.39007847,18.78066808
35.92347001,23.98334387,13.96312006
23.43302618,71.50444205,8.225718583
2.352540958,81.7212415,16.44408302
20.52272735,14.26372548,4.31918819
10.25107479,98.8476377,18.62186558
21.76748199,72.73241986,13.93994642
13.69354479,38.92617925,11.19161282
14.27360751,23.61644161,15.89296897
26.7941046,45.32782732,12.89561963
20.6862873,29.85090945,17.7421855
-6.002365438,54.47379012,16.5830532
-6.731321478,80.37034376,3.956610101
5.250461875,69.41173501,4.793276011
11.51229983,49.23414143,1.301948276
3.761127959,20.70495321,4.403978343
22.5729929,96.14412301,6.869777299
-0.244603414,34.33334729,0.576547103
25.20705482,35.00510913,6.299250924
28.65753709,68.09519997,15.43091683
-3.78403462,79.34586599,16.80655196
22.54031217,98.57374888,0.1774658
38.0717988,97.22478346,0.142940765
-0.358809137,92.23844718,2.926142165
35.46514156,49.17822106,17.45154121
20.30239746,25.00026938,9.385561023
19.54724337,62.6024083,19.65804152
-7.403865884,11.5530855,17.74662932
27.41501392,27.66239551,17.80256227
13.91365263,10.22764571,2.569528639
26.05871959,26.24823213,9.504586984
30.45905517,52.72814111,19.87181195
16.18981867,45.399188,2.980884605
3.182215664,43.23669084,11.48466907
-2.92137543,84.78575775,6.885599839
-1.974843603,70.74966742,7.7571628
33.3467327,94.27885866,17.81585008
-3.821095218,50.08069816,11.75805138
9.234703652,34.50067079,15.17552779
6.713732314,21.04160842,13.46468795
33.27278334,70.48246561,10.58031381
13.88467503,85.75669796,15.83422398
39.82232087,26.53654278,19.41465812
26.85273732,89.08774701,19.33639108
32.54617877,57.36485815,15.78904002
-5.066386699,22.96725689,9.746595115
2.655112763,67.85769924,3.263179184
-3.227690221,56.80474674,0.889410179
13.18109862,12.53651926,4.628899367
25.91437441,45.93188843,6.805159992
-1.54682159,80.63091936,2.596992318
-3.491572772,59.98813781,4.495306592
20.73043744,35.38370136,1.670909291
1.515637688,93.5777587,10.47353944
13.96625359,31.40011342,2.526363823
-7.444113614,32.74624062,14.8553726
24.0306406,41.91754117,6.652995563
17.06581908,90.50840751,13.44125428
22.37114495,55.68628559,17.6503887
3.770319003,71.39611533,1.720330851
3.930148768,97.86377553,19.78001575
30.06802665,80.49666672,12.90486685
25.92811565,25.53401068,1.067318709
18.98643256,80.95185361,6.280044639
21.40717379,77.35034343,17.72490298
-5.297791025,30.9355295,11.92467209
32.80856522,39.28148478,5.744447345
28.49535165,73.91154159,18.80989169
19.52457669,31.45537847,15.74505141
35.92975656,28.73681821,14.71076992
-1.568104615,73.31254949,17.7685424
24.3328693,89.25359435,15.39559889
38.14908888,16.75150144,5.734767064
5.500448228,50.13169617,11.67772151
-9.235384297,64.64576983,16.84572336
26.74337335,70.86491072,3.616962134
-9.650983777,99.65763211,3.26046559
33.62668246,71.44227643,3.179524951
-7.184937395,65.81387017,3.885105493
22.63823649,99.07607371,2.064616312
8.859207221,15.46013263,16.7525804
0.167032686,16.69932065,16.36636441
34.91291999,60.46142738,3.027379837
27.3122926,42.27981529,14.11074353
7.022028307,18.70277624,12.53951118
4.207654643,37.58040065,5.523885312
26.80061471,70.69190387,4.547368674
31.82853813,89.25534673,5.011717106
25.79252321,18.4892029,14.61261216
21.99946125,58.61305562,6.386341327
1.396236259,36.65040083,5.559185552
32.64019916,70.0593547,0.449621997
27.48309917,59.4506345,18.16472988
15.86371449,93.40399054,15.05408289
15.57938811,13.39154983,9.455673516
18.45865139,52.30335474,18.85853841
31.41381971,27.34835998,5.870644236
27.11297744,58.31035378,13.49410086
32.8122497,86.82214097,6.103007554
15.36413858,92.0184875,6.29144851
21.23245295,45.84084969,16.89418333
32.72859034,83.06024709,15.74043907
1.616003009,35.24572673,5.882148613
12.20103401,10.56744517,1.627790313
21.03261185,86.97151518,7.151682792
35.75731287,20.74710182,15.20115071
-9.208199448,11.5850011,2.010887224
0.628657909,41.8417897,13.44201729
1.722525388,44.14419907,17.7952652
6.330634013,16.94981537,3.584543112
4.089331021,83.27643818,17.24408649
19.50693928,46.50334572,1.027277649
34.28101321,54.09312524,13.33760516
21.84889205,33.81627412,15.82077841
2.076327948,56.03560771,8.895322353
33.1876425,79.00582516,4.074573896
21.60228946,91.5564444,18.49458998
0.948106249,97.34766407,0.399377372
8.083326858,48.40515321,11.10142458
29.49824034,99.10304729,7.456988174
26.94655907,36.54601406,9.22114391
18.82911848,10.62783418,10.73130113
-2.761624863,79.08553395,10.69497245
30.16446487,26.05920837,4.072473275
5.377126428,14.72093543,13.59404646
28.57989695,93.16080303,0.382965824
22.37831829,81.26297474,0.423681884
3.208514082,19.23983214,9.569746826
0.618461407,79.92191371,10.83805761
-3.454503837,85.95997277,5.497789634
2.097311829,91.47714987,11.03351067
-2.108548878,58.93246607,10.32218466
20.85256239,73.30708635,6.984411095
19.93915595,78.60153511,13.03549273
19.30860301,71.97750416,19.15874433
22.09449046,68.21502583,9.816053889
30.7392267,59.28033275,15.72101519
35.67763558,53.12759088,4.951931271
1.518776895,99.65125176,15.23901187
19.38872451,40.38047024,12.97811909
-6.083188938,17.94418934,12.7939556
-3.992878082,78.85332685,17.86070681
22.71696565,29.24419401,4.667005099
14.32902808,57.94240237,7.369002342
27.91660434,18.62213649,1.66134914
11.28387405,65.73554747,14.52239954
-3.620079658,94.96066635,16.87734571
33.60268269,75.04342413,8.116670073
-5.855576443,29.30813004,7.136536369
-0.551767873,97.40242408,13.17303712
3.848843298,37.63782379,1.511809216
39.76403035,49.29534878,5.876837923
10.84299101,54.83053183,7.324255971
15.08542652,99.1646869,10.37180568
28.48483755,16.20022606,9.531384389
21.82077927,72.7055465,4.173608455
32.0710346,42.57377881,10.81575748
14.32167293,17.04927872,18.51737382
38.60888437,94.15284919,0.541757806
29.84061808,63.08724872,13.60613145
10.06826942,77.81662068,12.49418055
9.063591147,31.6346892,18.48853909
36.4745596,78.53868304,12.90689881
24.22078179,84.5627896,12.49685425
21.07168173,48.77464575,15.3961132
27.89153187,61.47608255,5.356118976
18.04169141,97.46852814,11.91464525
-2.041661346,86.20566775,10.38842219
5.960773104,50.0365055,8.769450133
17.89724319,69.81164729,1.589743347
-9.091608954,80.58083291,5.85257716
11.86753525,12.18959385,5.59963428
27.79014396,62.9529388,14.48501914
-1.788299774,98.60757521,18.4131227
-6.772052492,95.24625848,4.615744458
31.80145704,84.91963553,1.492478778
20.86369342,19.55926838,19.99913909
-1.171051376,99.46373073,13.8241066
30.31524903,64.85843378,17.72941694
22.90647357,30.06174245,2.877588317
6.705963482,70.68418207,16.01536082
8.809813598,87.08712059,16.26647492
-2.205591841,20.10949848,3.02977852
31.76277971,92.4794329,3.228083602
15.45033258,92.81838533,5.909024322
17.85095383,11.21179656,4.335748953
34.17459576,91.02872095,19.50819816
-9.208469177,95.21361264,7.258876673
-6.653846874,13.39226173,15.22612824
-1.921050907,36.47496912,16.10101607
-8.498109346,43.57967561,7.718817743
22.90780783,41.40014249,13.65171109
21.69397341,78.31029135,2.156002818
0.540095146,42.22940133,7.93924103
-2.529677756,96.09209289,19.3462132
-2.715764931,99.54933628,3.370613078
37.66207067,38.51369836,7.714226094
24.67522643,55.79206779,15.8104302
19.27144142,60.19352563,13.3084651
6.12434359,62.1462547,12.63037203
11.6521599,43.67880948,17.06514919
-5.52970594,24.93941518,0.58187686
39.9075944,14.91044876,15.42328736
27.75427318,19.57137991,17.65098078
21.07265784,91.11621138,0.32348955
19.38835976,35.2337506,11.17925902
15.2157186,16.91406849,6.971769704
2.871371384,66.11767296,1.015254176
1.319520173,16.77764361,8.354962386
17.47662286,16.30476457,12.88060282
-6.489959272,65.94134553,18.38027263
-6.276460057,63.22557198,12.41060973
18.04068016,13.73295583,17.13486163
35.99060241,51.4430051,2.431430133
35.71359256,49.21914771,4.21042335
-9.458584967,59.20202167,19.40585728
-4.630289218,76.40602394,17.74801381
19.15388469,35.45200428,4.70453906
32.42378609,48.95022552,12.41947764
37.72245433,81.34684159,7.252655171
33.0291113,93.03007514,9.371970175
23.88065676,90.21906757,17.21756298
0.026253879,52.98678569,14.7142522
-6.368926301,56.87792173,4.768851234
-7.624210866,57.61948979,6.319861494
20.60383923,88.18440127,5.794209196
-8.190569799,85.59455562,15.61325557
26.96199782,38.03792757,9.801768423
25.62353687,24.65647205,19.01448614
-6.019458761,44.10771053,16.33374354
35.33111825,35.95657449,4.223888617
16.09646443,95.57026523,15.71885591
35.22192837,33.93241115,10.12158694
35.08050281,26.30860136,5.074202524
-0.148296806,90.95311563,7.266634856
9.028881397,17.78307439,19.44252233
-3.268683325,33.42394463,9.679228852
28.74890051,49.52000746,14.39211699
15.20624578,63.55966403,9.541705903
36.44037877,39.49056067,7.431145477
0.410760744,54.66105972,15.92840037
24.41838308,27.89480678,16.96648704
39.46184139,61.68467082,1.437783313
23.26906309,46.70351275,5.579551783
-6.561303358,86.43337185,10.15742095
19.42121748,47.416072,6.329954949
-1.007862516,49.94338761,15.6716601
-8.474861129,63.29574904,2.294667215
6.748034865,21.08530037,15.95596573
3.305204153,24.1115659,12.35772834
29.43854494,81.12139725,5.787354371
8.684027054,34.60769012,6.889093769
26.64793902,71.6227236,3.657983102
-9.188050403,18.7684273,5.051468006
-9.259393328,83.96619943,14.34537738
-8.534327123,98.94052998,7.517682811
0.967922089,43.63218507,13.74968277
8.699389251,55.49770917,10.28215082
20.39229016,49.84407819,2.905954993
39.29569429,90.47689738,9.981412956
7.720478351,10.89406339,15.12939692
-7.217054662,68.8113389,5.953510094
-0.254991917,68.71314455,12.96163329
34.89259169,44.41465075,3.980653091
24.96895951,29.74002779,2.713979158
29.5100412,31.57144133,7.204522612
-3.791589716,82.04177091,7.784071874
-3.250650565,15.94927867,15.22019261
-4.387699623,60.74417316,9.201575025
32.85845822,37.61565427,1.624697907
0.498380435,33.87230312,12.67998997
22.15758727,55.5163899,9.385065197
15.80831831,90.80753557,6.632864011
17.21949559,65.62827271,16.04437617
-0.22823208,80.9749565,3.087695805
21.76230467,64.06154013,18.26424688
-7.844973277,72.79442019,6.681229806
39.67361381,48.91668839,9.218828897
-8.662054675,93.33834717,18.58465991
-7.492172964,55.17451184,15.22479663
6.232370995,59.65972023,1.486048676
31.58126779,57.24689529,11.56593718
2.859460589,38.45701181,6.207257433
13.59675069,30.8114592,10.169765
-9.101133441,16.64514677,14.85938083
-6.056034176,74.63574838,9.923458278
20.39830243,36.03477369,1.420437539
-0.282076528,45.02781669,10.59961037
24.71272815,92.79353465,0.482593331
29.26955875,60.98026145,6.968187147
32.51670997,18.73702575,9.560610458
-3.3100331,81.96507215,12.89347127
12.77542745,33.05175392,10.12413575
37.3540725,59.74352584,3.038936211
28.60417712,55.89833274,18.64435128
-4.151980908,31.42709581,13.00599346
15.12501225,20.41939313,6.339355702
36.11902909,29.01354458,19.3187939
12.00194028,18.76040196,17.65155218
31.87088044,34.80652171,2.869801774
14.79218606,99.75677597,13.1085819
-4.659416138,46.18830387,11.20138904
-2.607253697,87.74995522,3.856178458
-7.66621236,59.42599229,4.66950281
-0.234262971,69.99247714,11.27547547
34.68070499,24.07131728,6.425765687
22.5099023,34.73252807,16.69662862
26.94284674,55.93990807,1.954784706
21.08307292,89.30290908,18.28061546
9.326964607,13.85992323,16.81105098
0.84305664,55.62279636,14.77246966
36.2807292,14.59109913,5.251345019
15.74148908,51.11404088,14.29915712
14.05499406,66.59813434,8.775395592
39.80520443,77.02508723,12.67515794
9.196499419,22.46788047,6.251088344
32.70626574,24.99177551,16.71715708
33.11720302,52.30584295,0.811521986
1.633510518,99.82328122,13.82919493
-5.258015382,42.04421521,16.57262481
38.78100579,48.47746846,12.9285623
11.29484321,48.92020685,3.839835643
-9.888983899,17.26307392,5.699615596
14.95089169,79.67549308,10.29810589
20.96501819,32.7791372,6.588981385
28.80441237,73.33003512,0.098328434
37.14710591,52.7580891,0.813562249
35.75853145,65.0601768,15.35536862
37.006791,14.85744728,1.674143634
-8.393742587,90.0969116,18.56043711
25.58870669,31.94710925,8.854728918
1.29289814,70.30858488,15.16373277
-0.62236564,81.82172009,2.510091921
30.01592843,58.60348456,18.5301484
10.85648446,40.36006199,0.676176597
35.83000379,98.0113037,0.842743215
-7.87824546,35.05957419,1.091715604
30.10904147,95.37961034,2.068163219
-3.158279436,24.06017203,9.736632878
-1.171139922,45.02999184,15.76552884
13.86758578,22.46460257,5.698956629
9.779497044,10.20164258,14.91553643
14.30861531,33.42326864,15.4812195
37.0013261,17.84893608,18.1655466
22.86944678,98.77109708,2.987038403
4.515469092,78.54879862,2.710690181
-1.354564384,10.33343167,2.441901111
11.00231376,30.12819263,7.186212181
12.58205136,70.31118172,9.788253284
20.06472049,45.86969018,9.2321871
3.300135177,84.86583067,5.140974628
28.37546235,55.43747005,12.43959251
-5.076987726,68.82862778,6.765472614
18.02266818,63.73336578,7.321659762
21.17658266,67.43520106,2.110601256
0.341579053,30.70889684,11.8446267
31.30056752,43.59604953,13.1056075
20.77160626,14.55663276,15.15900441
22.28611073,62.88728632,18.08018426
14.88717529,51.33326159,15.32008911
35.47971086,78.46445341,4.714873323
24.69637907,28.57442182,4.713103189
9.091778245,49.31309045,18.30174391
1.930294389,26.26708898,15.80267139
-6.446916259,65.25813027,15.64492861
-1.731958141,86.32272309,14.3942732
39.6341476,78.88989236,5.344039825
10.3383448,94.97781754,16.94820685
34.93436136,97.45532037,2.857693562
-1.471532156,79.48304808,7.000352186
11.26804357,35.81254768,6.929490799
38.02592335,29.73352395,11.20264283
-5.443387429,50.27941311,9.26887112
19.69921419,99.44953251,9.196162662
35.95859503,47.14012187,11.07144863
37.48416865,27.91615695,8.308369098
32.30037386,94.990859,4.999664626
32.79672162,44.73261798,13.28241436
22.60914771,72.18089985,15.81266758
1.021155405,80.93376808,9.579917577
26.53392722,85.88403119,12.98966373
38.91922322,83.91523484,10.70726564
16.29667573,85.26221767,1.179928771
3.034867954,70.08880848,8.461693231
18.67355339,46.34479623,0.19704999
24.53051781,70.05581687,13.23758556
0.414015471,85.30609007,10.1632294
25.95946738,41.55782182,2.536630704
19.37164294,36.68571913,10.84383064
20.61749546,40.93364954,17.96852006
5.299396487,59.61550564,6.809815296
-2.236659494,14.71994873,19.64737532
21.17249477,80.10737371,19.18759813
19.31164946,22.49667626,15.70619685
6.900609386,21.95547911,16.27599956
4.794683377,27.78932254,8.210907204
7.362223083,61.92346915,8.050821906
14.49416692,35.70115382,19.08794717
38.74098676,43.12812961,7.323924991
28.1782311,93.84841999,1.937457781
32.58698696,86.2481962,3.054021764
15.28247845,86.69714798,14.2079793
16.30618059,61.987765,7.659618702
0.216233072,87.98195326,3.986856794
26.05229182,80.07092428,16.27572257
11.07920029,95.79131226,9.773469813
27.12234294,15.79315645,11.3528241
10.45276907,12.58544203,3.078987093
-4.574140639,25.75269467,3.855084028
-1.347315611,93.61763385,2.517120739
30.5785039,64.50085954,10.29085598
2.930824478,48.35012659,15.51314023
3.217721128,56.14399553,14.64570488
36.4684045,84.66441294,5.22461641
22.88178114,93.61989962,17.03100376
-4.284622306,75.67289509,2.113216963
-2.820736493,78.38630496,2.280999402
3.618371636,38.83402397,16.98608565
19.69978439,52.03316757,4.888391224
27.6412735,89.66891741,14.16231689
3.724822173,80.73406991,0.181591838
33.53210187,71.58438266,1.872021772
-4.540991056,15.87221523,12.18577417
0.379958402,13.55564975,3.648319098
38.52324606,21.73698488,0.564273726
-3.262756817,62.32519893,9.338935134
34.40556539,58.27481626,6.610409986
25.19675377,94.84217439,16.04513856
-6.345645468,72.5283676,16.37657982
14.18534144,36.45753556,12.28846242
15.94896766,24.53466644,5.860674927
36.60698157,86.45799154,9.232533025
11.05522965,51.36616933,14.04512054
12.33818077,68.81225477,1.386171063
-4.375812261,60.86292459,6.649941767
21.95862817,19.67107115,16.44739402
0.544848794,15.13525453,8.120570845
-6.123337089,43.93163707,12.49336023
39.84595,42.53952678,1.926687383
3.481481398,70.64183017,15.5409195
-2.947341744,66.89803682,2.009309799
24.97451873,97.20468356,17.23050509
31.0841078,87.22895525,2.132020898
-6.796125344,54.69242732,17.81785526
-4.730334627,55.00228173,7.275397485
-5.491308821,70.67163062,12.49061464
-7.652034834,20.26815245,16.93101103
22.97282393,99.99015082,0.20482842
19.41565949,56.69272911,5.313863228
23.14033283,91.89143865,18.16676643
15.28335816,97.06207012,7.763521212
30.87538427,62.34784659,14.12751852
17.33341512,19.30137828,2.800241123
35.93734674,61.60112276,13.56743203
14.28242663,63.78781934,1.463219911
29.53293306,81.02738231,14.3465028
10.36801768,14.34063403,6.476099088
11.76119474,51.96838305,9.316953119
32.44960226,93.04932325,3.325203619
-4.617008232,99.21691708,12.55698035
18.24588775,27.22444109,6.751352576
26.31682339,88.35390935,7.667500121
27.52103077,23.16255055,13.0438585
19.57467636,85.70569911,3.577233224
12.40322421,34.95499547,17.04017787
3.039122193,96.36627394,14.78572811
35.47131177,72.59470758,11.55460006
8.489397376,45.91995413,2.566661342
29.94960443,35.28759969,13.74219389
-8.416719352,31.17137747,0.361987442
1.608460734,71.27130943,16.08791603
7.279239644,90.62119023,6.075953936
23.57870317,77.94477727,2.344231011
5.966540358,85.13123842,3.289779081
-7.931809959,80.32453909,19.26268797
-1.306624197,98.12328998,15.47660836
2.958267618,78.20244341,4.757439467
-1.197626003,28.92056666,19.26932487
0.186228007,81.24386189,2.802353413
28.44784703,38.98624249,14.67054424
10.6016822,99.62198764,13.13479254
10.25896223,43.90053581,16.42953545
38.33031683,36.35143803,7.633974413
12.3350919,31.5294387,8.036709166
36.38290663,69.26631869,12.49134037
4.953154911,19.82989795,7.964115139
10.031313,95.82038936,0.827017854
9.814167803,36.48814108,14.59416064
17.30394162,36.58605499,12.81892126
19.21236454,14.14594861,8.474256255
2.406251452,32.14157661,6.056591218
29.67921252,47.70814201,6.414516767
14.82629773,43.26457512,14.82057247
-9.647822324,34.57179293,14.58321758
19.56703167,13.66694541,16.37836841
29.90297208,37.05232362,15.24360856
2.523336891,80.04978444,15.15888404
-8.106449532,49.49130568,5.035464681
30.35893278,36.16978128,2.032251092
38.8138358,37.43129207,15.23504532
-6.171819267,59.89938188,1.972360393
36.90184037,37.206341,19.64222811
7.963720599,66.77175879,17.50178535
37.07198043,99.05090624,10.66923204
22.4419662,13.7058758,7.043671302
34.51221562,25.18630801,10.53686072
29.29165125,26.11967908,14.68603666
-8.600112859,50.23632861,15.12659957
-6.727874884,13.72768408,1.473319973
16.28723026,52.976942,16.0970819
-3.519049008,93.60322823,12.82994163
13.05171196,11.04076798,0.811592278
37.73151493,42.84449805,6.263224116
4.737864378,78.48043949,10.21282737
14.44563569,23.90450503,3.769029844
9.212981503,16.98031023,3.104810577
21.49134821,66.77006835,0.285623292
-0.307753467,10.89558181,18.23101267
2.996964507,82.15934421,1.122159101
32.93839257,16.01674782,7.320228429
30.56681119,57.19188335,4.115432745
29.45948444,76.61149392,14.82066204
28.54598047,31.78098899,14.14369315
12.97187467,19.31861457,16.12444824
26.44453863,25.80604898,12.33616602
9.360240894,86.92152147,11.83306321
-4.964520991,73.52022625,8.142214309
9.668732082,27.82882443,12.727174
-2.066847789,74.45087174,2.304111699
9.542584032,73.77563532,13.69025698
4.871260768,99.79525883,2.077955157
19.95803335,45.24004212,17.23479805
8.077020775,87.83681447,10.11365612
25.27948317,50.17984174,10.60713809
15.60733405,90.79842013,11.69715204
35.97461393,18.24404492,15.52104998
-5.448728232,25.77813671,9.569412417
24.38545943,86.49589268,8.551761473
23.61984388,83.73702917,5.766669135
37.53132737,37.48904127,2.560787014
8.577593352,63.71184863,3.806850822
5.271898486,44.44297499,0.010556874
-1.380327789,10.92856144,17.38843296
3.264425768,12.34937139,15.2991679
15.09453864,14.88307289,4.373648576
31.8856481,63.46649389,0.047801812
4.214330174,35.13049618,9.842326097
-2.112894167,22.95534685,8.251463986
3.606423554,94.70179976,15.52013243
-4.953651249,20.91868004,8.057910134
36.33477082,70.65835448,17.28225615
33.6312076,90.47441645,1.916764581
5.424585849,24.74467005,7.317161725
2.349390797,29.3256714,18.67881797
35.2698657,61.64321802,0.234592447
-9.911402434,55.76038177,7.81578848
20.0288764,56.89246752,5.194065201
35.80018805,59.92102846,10.63721445
15.42787445,95.49126244,5.575336006
-9.85165202,14.84542378,17.39816091
0.943571469,78.44036686,18.74276506
36.12207969,30.92557802,16.98268594
-9.148878791,43.63099032,7.971356905
9.738988303,18.03620107,19.79867531
29.48723632,50.10640922,14.70072633
31.90454968,82.3797327,7.112178733
13.88039663,18.88663047,1.873856424
1.624187587,34.80432384,13.34092833
19.98523588,43.57555378,14.57134888
