AQI,PM10,PM2_5,NO2,SO2,O3
18.44347368,92.67531685,10.43701156,13.43155648,23.82140528,205.0650951
304.782167,110.6175466,2.046771282,146.2071517,76.96644885,240.1200064
251.3395116,230.9194255,4.431907109,100.2333257,26.42852212,55.15999243
25.73937562,243.2805578,1.669947503,73.7795887,72.7215688,105.683968
139.3232321,120.1069881,22.07101131,21.12340905,83.72857778,37.76497169
454.132943,284.1458808,47.89774291,146.44805,78.42633773,162.3117442
119.7809453,121.9388154,44.24430284,64.20396211,27.40478082,87.77117776
72.44743605,231.5508106,197.3593188,53.06481401,40.16185741,206.6806923
244.7263801,145.1631794,61.20122104,130.4638403,41.32510032,0.103310395
492.8252271,269.259698,25.48415667,111.8021785,49.12729181,17.90489954
121.0276358,272.3283731,109.1125088,72.48212836,16.73728515,129.7680902
336.0677737,26.22504236,171.5914911,128.2974942,45.24700504,287.4552468
380.8098077,280.9479994,135.6120754,54.24430408,51.07829905,267.2554162
118.818772,247.6604525,59.21641783,158.9660523,53.17089966,298.2027084
364.1081743,237.3932143,112.323232,45.86379006,81.990043,125.0490675
183.8915664,60.27340191,142.9711948,31.76753908,51.73344985,13.97054588
316.1529153,241.5357626,145.6208985,156.4878819,23.07839225,91.78684261
316.7648554,255.0398204,133.3076911,141.5784061,66.31287382,202.7312557
267.887342,86.74510034,174.162085,36.52779514,79.73141441,40.54914293
45.14488503,285.6780235,174.0210917,23.24915054,31.93716664,89.99165363
417.6512478,14.95804392,115.7873119,167.6798177,64.5305929,16.84984936
160.3900325,44.97277597,85.97127382,155.3196964,14.69379959,142.4901115
93.2592552,161.2743414,128.3140591,65.45147474,34.19263046,62.67620331
20.38757078,172.7377413,163.6424003,131.6394816,90.92239295,27.37440807
295.4464716,193.545025,1.130420968,24.83203731,91.13081632,123.3647428
338.7821809,5.090738795,198.3994018,101.4095318,57.53245787,105.3676213
8.293914464,288.1100324,36.57875447,3.746058412,70.23514609,161.2553211
256.0465291,13.37642782,94.04979713,78.32037618,85.40154152,224.7115966
113.2478876,42.91858582,174.405947,14.96856429,95.85531853,33.77062093
322.5863952,4.204355258,45.00807981,95.02943603,48.98864403,237.3376771
87.1832145,170.05753,95.35904478,84.33632937,56.15757366,7.886993963
345.4688691,279.6800652,26.51643604,88.87700533,41.56415666,132.9305707
193.3676732,199.7841498,79.01526508,9.06626041,7.198193706,176.2290861
468.3649944,246.7972405,35.42709096,72.32326826,42.28034724,287.0996019
68.76047207,3.984361038,72.72554975,151.2967698,79.06273394,172.1769081
170.5331755,162.6045895,74.69284336,73.78287467,80.4885498,47.62475798
56.73676062,137.8688933,198.6341579,143.0343905,89.23771146,155.2625416
462.3468091,149.6903833,198.9626059,73.89574473,5.146670518,118.7351842
438.6696767,21.6639556,22.95725573,84.6478883,52.71545896,143.8066703
128.9708139,205.3306083,145.1937559,112.7784226,10.74244879,59.1291044
329.992023,150.9661245,10.34909593,190.1363874,20.07421832,150.2481127
408.6111001,229.544655,6.038403067,21.77208933,90.02165024,45.01192929
277.6004058,145.5871902,21.06677885,6.582753732,49.67912584,223.2129242
264.8252892,44.81449087,193.0971314,121.5914368,75.85449209,178.1718781
120.9261455,194.4770862,188.1727096,189.8194178,6.438410593,23.55830748
46.5513839,51.71590863,38.78556406,197.9446265,41.68265039,266.8843404
448.607879,261.718369,32.33446711,96.83284948,67.42402807,184.9138814
450.2090286,183.9348717,48.1070173,93.61632422,13.34064813,94.83211654
316.5507286,47.16116507,103.1093988,128.9927541,32.58178791,13.69271986
169.5148955,288.7014172,113.9409264,111.1269514,6.454780502,189.6680087
174.6047873,155.509639,44.31868609,126.8176115,65.13399409,112.0320784
362.9778394,21.86953556,151.3245576,174.7998851,97.08912591,272.2854315
448.55513,188.0498713,61.91063388,149.2612339,82.70454911,10.46334981
443.5432121,75.9596721,184.4262651,99.37547834,97.46231168,11.7307306
389.9377729,241.1080356,131.3445413,92.3728918,84.56047951,284.7897861
321.0158231,245.3466221,87.27023886,127.9203497,85.51958062,289.4621837
42.0699825,293.6842068,157.9824003,91.14125688,57.71771954,8.322668032
80.81435705,150.5608593,163.5829252,91.55587025,51.82523114,214.8099705
449.2770943,136.4870639,58.09632112,3.261180357,40.62542664,66.4484557
303.2145298,226.0426816,67.94290877,34.81282748,81.8094895,210.4178299
4.598525808,39.7411969,187.1910307,97.702728,18.20676123,260.619839
50.73577143,164.0746541,32.94820767,164.5306918,5.622491582,30.24944366
331.7508846,163.87428,8.430083393,55.74540135,94.78938227,71.62992503
2.530791923,26.84193684,90.81106452,104.5286866,0.37781852,7.223300498
80.40402571,125.3952257,160.24198,68.99241695,97.68293219,13.14895363
274.3668947,255.9854396,154.3336213,20.96079791,72.88533699,8.885357465
345.9475988,256.8460866,183.9061258,191.6596966,32.84989197,240.2047069
325.9806298,29.77129948,106.6401329,170.9347741,69.78198431,89.48780353
112.1346547,27.21626482,20.01293431,15.69848489,81.78751572,147.9634319
356.0896107,78.8086431,117.7377949,143.9574525,24.5362056,236.3532791
118.6245437,262.4298188,155.6791229,69.51598087,77.08956833,148.4830988
162.6998491,38.67077552,18.66562405,198.9699614,80.4369625,128.7588188
373.2457026,215.9990408,34.53148022,60.47970397,24.93546301,3.471961947
324.8164495,30.34968588,2.458132231,47.74768907,4.192635438,170.4118508
424.6117052,186.9413561,118.7305159,113.5781097,20.41222846,37.42292344
328.8064462,106.8201897,177.3468784,167.0252327,20.06464089,229.3944722
284.1543017,236.6741889,134.1326632,38.50377436,6.524045418,77.32131714
46.83738391,70.10713465,196.4080175,141.8805539,72.60073847,202.2562232
183.8579015,191.7605488,12.6067305,12.28131663,37.99749245,193.8670583
132.6011838,70.70476037,180.600217,183.7869486,88.43861675,185.0026809
121.9948217,214.0980849,162.8136575,16.21498323,25.21711057,80.08560226
486.5052774,262.1034104,62.8483041,182.8462753,45.32321651,80.12693315
196.5488623,38.04053974,194.7053104,98.16144989,63.90174289,258.914413
446.0232776,259.9787066,57.58754963,89.61822256,87.74649497,3.842199789
315.569313,178.0725763,177.8609448,194.6614159,52.46211016,54.45679004
397.4056518,38.13314726,176.1497154,198.0768355,37.35246278,183.0512753
251.3185466,128.2625566,151.5315233,130.0356252,86.70150785,245.1138763
288.4519423,48.25808805,112.6940948,25.42385837,31.02464247,107.5036526
246.2588469,210.1043667,24.00054992,101.2340171,7.942369963,196.0330376
97.6214939,227.6604403,106.3943469,105.8326202,44.50421075,167.1469259
361.2260576,31.73895608,71.35925113,102.8892856,78.50933065,19.36203134
140.3861812,151.8419558,158.4434066,113.8983677,3.078083175,186.5250591
12.15798322,244.3875168,151.6258413,3.744942759,58.5882245,244.1710417
322.736148,280.8489125,182.1225015,142.2454563,59.44640485,297.7344961
88.5553397,154.05536,2.966032486,142.4788604,92.85417634,8.892021796
470.2292922,285.0837671,161.8206434,23.09395504,28.64648171,198.0174518
476.9642885,160.7066911,187.6924106,114.0478885,27.88366132,124.3648659
457.4321951,118.2571484,157.8600898,113.6722365,44.04836513,2.936366612
185.0793501,254.4609386,26.03889197,136.490084,35.69149015,184.3082831
7.728308264,147.8948131,16.25582097,17.07953843,73.63458627,36.72818957
464.1592813,141.5707532,4.169047962,125.3006615,64.17520771,113.5700551
214.0920742,147.0937468,125.7490452,56.15039015,75.89210379,78.41012775
483.3274095,254.0355006,125.9345304,101.4005981,82.00417912,108.3490207
481.8099885,249.5824625,197.3827428,154.6647105,92.29811327,147.8086745
426.5047277,121.0559977,79.60863482,141.1291873,43.09367318,107.7628597
147.224446,99.98995796,66.38125698,23.78060354,98.46973895,165.8195612
192.5488643,147.5784072,124.8849854,118.2369574,21.56608134,71.59490707
425.5683358,171.8317529,165.1217345,193.8233062,71.43651619,190.6085302
158.4610026,71.50116319,187.3547899,31.35388747,53.40093173,256.1289012
84.74637334,238.1865254,160.6248332,170.5814175,81.69005947,67.22011407
278.4006312,145.9448297,85.33479612,140.5096161,47.67705206,152.3631648
468.0773871,100.2136645,126.9828471,154.8006626,78.39386354,194.6069354
348.0148983,32.04629789,171.2598653,56.39166543,93.01687146,169.3878394
285.030585,71.65354812,98.12193766,57.57778588,73.22942661,109.6948339
48.58824689,284.7843515,43.33732874,181.2038912,77.60942862,192.6599124
307.5036133,91.52990605,33.94468795,71.96640642,6.717543127,8.473861863
495.0269251,50.65778681,0.031548916,12.60307814,20.49576622,110.9718696
70.04200762,138.2018375,143.647599,120.1193407,97.43037405,159.7836644
259.1648262,92.12632301,22.21944177,24.96353381,69.31870038,6.183947651
438.686536,10.54777508,48.76781994,159.3192483,56.14490173,152.2946489
370.3843089,96.94356518,59.5752663,128.3492885,36.69763734,196.2763382
348.5078705,163.2325872,112.075972,174.945301,4.438900121,227.7623093
351.242042,165.5137116,79.59145546,156.96745,36.9135908,34.01222442
179.7455756,106.9676764,134.9347984,22.42272967,49.89128733,297.1694625
146.7959221,134.1908269,11.12773187,76.21413529,21.14595094,181.8503104
404.6805777,289.6553755,24.78783885,154.91205,17.31367913,108.9581378
405.0566973,113.2045432,99.84230071,83.46829465,50.84165514,74.72785634
433.5361593,77.46804398,67.39295757,194.473097,58.59042356,171.8690585
456.6202763,73.04011322,59.16267255,147.14809,23.99179189,264.5134941
255.6711994,137.3293838,13.40561581,3.099983338,58.73894745,156.1696188
250.7581473,227.8560446,179.1438349,175.9971383,90.03399639,198.4416167
399.1475895,61.79645526,138.3637172,20.16095697,47.3173258,107.3089319
324.9819654,212.7888381,24.32363136,28.10474484,85.73901696,116.4456864
350.9834386,6.344947005,13.00919155,146.8984801,92.72714445,85.85253173
397.8963347,125.6798934,194.9745067,172.9937119,9.239402894,211.6911883
445.0026709,232.7595196,136.2345101,107.2699256,9.581157966,107.756266
168.9975784,101.6198867,83.49121422,57.80994659,47.60441829,57.21492121
187.7914763,169.1211304,140.3462082,70.26310905,58.81024443,110.8201713
46.99096992,61.49376985,151.2663573,68.57786592,42.58834645,256.1481623
289.1400705,222.5986173,155.9924405,65.33562076,32.64507704,221.4756131
17.9711369,15.68373098,95.57546113,48.58193436,64.09941161,100.3922533
232.7990091,255.7627935,85.97655162,121.7734189,0.208151235,272.0426895
271.3223174,59.45891593,2.205616854,180.0810637,96.80732809,22.44979054
143.2706261,262.3194095,185.311423,61.41648262,23.20790882,14.92613742
295.4166303,105.7587724,120.6615757,37.33885949,91.70987686,38.24110644
15.25012497,216.8050723,40.63078744,167.7155333,10.90147445,34.93642676
18.67409437,95.76758934,183.9206839,148.3566662,23.8087182,26.3502945
411.3002803,271.7735014,182.9863804,186.1674063,23.48737011,198.4027836
180.0953207,37.99113766,197.8368329,33.10394712,99.61529042,180.2527139
63.53025633,53.55593678,174.8113126,28.85026282,0.460054573,194.2816532
261.12163,147.9090375,199.5568776,108.2858789,63.96382093,206.5098162
384.9967765,24.58153171,48.93723762,122.886731,86.96865811,227.0639257
107.9105137,58.79405541,168.449917,96.03468837,67.2273654,62.15307825
311.4452379,283.1299147,164.6056618,119.7933273,36.27338182,186.691054
42.6737325,292.9468983,46.18807184,36.07595378,95.83093627,174.0145978
25.84086058,112.8777988,19.6875098,95.92275083,89.35207546,283.0980077
265.6773158,276.9858063,195.8841027,131.6185122,43.39549202,69.71031727
270.3175608,163.4474027,59.2049103,86.54128985,57.33284926,17.61688031
318.7149507,80.92273976,174.1783581,135.8894672,96.75191878,196.0485209
363.0456669,210.7196163,0.825430935,90.23825611,98.25603619,222.0518521
487.9260397,197.670542,4.204961444,66.71991617,44.98232757,84.95880174
258.1501742,296.7375957,93.17426174,60.72100942,84.73500281,171.2545293
161.4782365,79.51418622,47.74293679,82.1804118,30.1980227,17.86081966
397.5930974,201.6178508,137.9682567,4.617924536,37.18128729,288.0134524
135.4161256,15.60712651,113.1128651,133.7050277,16.4821883,32.97749199
219.4857104,34.09381161,15.49715949,169.0211282,20.91845928,20.27116085
39.22819067,1.175512485,32.52565926,70.92541889,65.68733023,13.23304785
12.67537171,299.8382043,77.60985401,9.206627228,51.0781618,128.181572
481.3242073,240.6821091,37.12081279,197.3551195,23.11318606,29.14792304
417.9900603,236.0169044,158.4444694,52.73965109,40.29096164,223.3944723
347.987103,152.9178226,83.21404711,25.32422434,37.31834599,269.6622482
204.4764722,90.02012487,18.68637337,73.95050159,98.73602045,78.0656797
86.64716004,45.37928534,96.86858045,147.7114081,85.35658372,188.6319358
78.21852134,85.40242165,18.16763621,58.78331938,38.79663334,12.7015341
125.1214491,112.7913666,25.78746108,114.9406408,91.39165789,115.9693415
274.6133324,226.8930291,47.92196641,83.11199889,34.26353916,87.88263403
357.2979614,161.8985367,171.905541,23.55279846,66.79015127,68.58572893
330.0986884,23.24508797,184.9225065,66.0574025,96.66499967,193.4170469
139.9669485,5.408702688,165.2515459,144.9741011,39.0278864,39.06838391
477.4326403,30.69965386,66.81544348,122.4007795,67.98849651,258.213157
368.9484583,123.1496141,54.48928822,23.95567598,29.59238111,199.4507719
277.1770263,279.9578751,109.8311382,32.66448194,26.63123156,213.2205536
305.8603731,191.2207444,144.3706321,128.1466719,57.41566664,280.6032926
209.8000312,240.54777,198.6745576,162.6830829,97.9264598,282.7118615
123.8654948,139.9123784,26.31414238,69.89489919,45.31338487,165.4956971
177.9863393,108.499825,9.858399805,119.0621504,93.76369703,148.6139452
378.9230552,32.52011181,138.8711778,34.12871775,91.43635202,100.6144825
7.196744315,262.7799067,166.4451567,62.27526738,25.37626123,214.6714831
58.03632025,234.9480087,169.269756,4.054041135,40.18194071,161.4626661
23.00132101,50.43542928,135.6927098,153.6551896,64.33024785,279.8625239
20.36440116,153.6781692,190.8031608,80.20196395,51.80458844,71.58778461
427.730292,146.2124424,102.2009527,163.2251147,9.595852986,93.07580588
351.8289297,187.5274658,182.7629597,141.6745992,99.36980301,94.82713423
237.0869145,283.8560682,193.5624274,165.7488531,75.26540012,241.7995364
48.91708033,173.9314325,169.4314914,57.13173392,43.76940382,29.71209955
245.8079376,162.06518,61.95171265,37.02174609,61.81685497,136.6947363
236.7358854,15.09687988,39.24313023,194.3811365,8.757281727,128.2742211
86.60093496,18.87224281,109.624013,143.4655574,49.53016537,21.9418863
216.9258246,56.2040374,90.60295008,166.8084536,93.08324158,123.2390996
199.2523672,9.741231508,175.5516684,2.626674742,89.66009581,154.013395
307.925049,223.0058687,20.00633421,70.89232406,33.73808455,19.53140775
317.5468254,216.9990912,51.54801226,148.5633381,53.13678638,152.9586385
22.65200489,40.81687033,150.3597889,15.5965666,69.73835241,287.7713714
187.3063073,250.8236702,18.997329,113.4679859,34.00092669,293.6742969
312.9299579,46.43581045,64.1528828,85.81455349,6.487921809,159.5039336
251.5681293,90.3526761,77.43107881,3.523301428,50.54416567,154.5290798
428.2449206,74.69306975,124.5187593,47.19511542,60.16357358,85.65244992
329.3468158,111.6921296,31.62652914,56.95839781,0.584160012,299.1346415
81.46721354,76.39912977,172.1208981,22.37198927,9.557537354,82.26875131
35.2843737,146.6852779,89.50844709,126.3073819,20.72906436,135.8703901
321.2096391,122.2223644,183.4043424,48.47957525,34.8052287,0.880217341
13.25565527,295.9708472,93.57398273,55.52389992,54.10512228,104.7696873
292.8877906,16.77790504,55.00805179,179.6477196,29.38429188,21.43209018
470.1151207,42.65441292,28.36576574,93.42461854,27.61838144,223.1474311
287.7370889,15.84776817,0.749018942,78.42562939,86.93493438,168.3043359
194.0849631,187.7523585,106.431497,144.7742077,14.50506408,171.6515632
321.6441092,16.35278322,21.43133939,181.9227594,49.54601332,85.95338577
229.1264452,250.9319212,78.34555273,5.007267247,95.28247169,244.4688871
272.8083947,153.5815892,117.8543522,89.64776931,62.50132491,0.981277599
470.7324044,158.1022874,55.13717938,122.1562712,71.72054799,100.0803537
193.0513189,168.4783523,35.04485847,63.71261963,43.12369914,197.8492471
480.5952819,51.24411189,154.9443245,154.4815444,1.993216712,272.3767612
452.675321,59.30709093,189.3582345,194.2954141,64.61303684,70.38478708
97.89556739,95.64519686,20.08808357,188.6854733,63.19242814,162.3300155
34.68065044,178.0489247,31.11806488,53.19650788,11.04276365,161.3974262
50.38900069,63.03533278,192.0025315,45.26765569,46.21597136,262.2523107
9.110912826,34.89951814,7.556844362,191.4981062,91.53289447,15.15506687
47.22148038,291.0350659,195.5264673,91.72569749,20.5084832,127.3426683
341.5033867,6.594544443,0.928896617,41.65954462,46.10987546,54.73970244
35.59432423,240.8092216,174.7337311,141.3993927,46.11031852,6.45978009
159.4878151,236.4105449,61.4650362,56.88406478,81.07614681,44.10928216
422.4376555,89.16423415,187.7177716,53.44939501,82.45758703,292.9412019
11.63596787,40.6879848,63.38905773,175.8498086,75.92694197,64.45455286
407.2342413,43.68859401,130.8612643,32.49583068,36.54541592,280.509232
140.9273874,209.2294852,16.00651395,12.87858929,7.203692502,61.57630279
59.08241381,192.8419773,48.46596229,53.83728803,34.94829772,279.3885682
348.3685827,234.8237023,154.7358693,121.3890826,67.97912013,196.3862806
314.4714234,281.2443517,105.7371707,24.61757068,70.27465745,33.96557325
438.7360068,207.578209,185.5938124,94.31893446,96.50002095,174.5745465
367.5355219,46.75546097,85.75028167,125.4674221,45.36412314,95.55421126
401.7404652,73.03278503,173.9624732,169.7473985,63.24355829,114.9459468
141.0172863,252.6581193,89.7910875,45.97391824,53.91908707,132.0512874
88.71977189,62.79182275,195.8496557,163.4692647,15.06185601,126.8121068
375.3073758,21.75669509,191.9668763,46.98125223,46.12024721,199.2326671
403.4173696,210.9840162,65.82734111,135.3533082,54.48351547,230.5104206
